advertised_in_this_codex_session,skill,family,verdict,use,reason,path,resolved_path,lines,sha256
True,accessibility,agents,Revise,Core,"Keep the capability. Correct large-text contrast thresholds from 18px/14px bold to 18pt/14pt bold, approximately 24px/18.67px. Keep keyboard and assistive-technology verification.",/Users/wulymammoth/.agents/skills/accessibility/SKILL.md,/Users/wulymammoth/.agents/skills/accessibility/SKILL.md,440,65021e9ccab70165539db82070257d4e2e2c7d7b0f857825299da2e4a7a8704c
False,gsd-integration-checker,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/agents/integration-checker/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/agents/integration-checker/SKILL.md,394,194f1db73d8502a3a0fdf61272197542b0e01a7a3116456d15e6a9e33b10cd5f
False,gsd-phase-researcher,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/agents/phase-researcher/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/agents/phase-researcher/SKILL.md,271,d021d069fa4edf9d43d50ed88679d833c4cc0309f7793eaea9599f061e89c394
False,gsd-plan-checker,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/agents/plan-checker/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/agents/plan-checker/SKILL.md,346,8ae05d499c6a459e78107c5fb2966882578896f07dea47a0f014a42542e811ac
False,gsd-planner,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/agents/planner/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/agents/planner/SKILL.md,560,80808d7ec9cd1082739a1bd0bdcfd8609e894b3597ff488fc660f84c2506b549
False,gsd-project-researcher,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/agents/project-researcher/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/agents/project-researcher/SKILL.md,448,c469ba94fffcea81d50e17a1ca64804c18fb1067d9e5dfdcfd7623402ac50974
False,gsd-research-synthesizer,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/agents/research-synthesizer/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/agents/research-synthesizer/SKILL.md,266,3db21c51372c8757079901b4dfbc64712abf3d3312cd80ca97c6d27c3970551b
False,gsd-roadmapper,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/agents/roadmapper/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/agents/roadmapper/SKILL.md,540,43aaf8686b4e6106e4ebe6aefce9569d7a1f02071a76f9cf0097c281a5280b88
False,gsd-verifier,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/agents/verifier/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/agents/verifier/SKILL.md,663,30253008be3666cd985282c3f30e21ad339f0cc1596b2403c7f0fca00e4641ba
False,gsd:add-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/add-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/add-phase/SKILL.md,26,fd943d38ac3ccb68c5e4500e0f2fc08d0d5f56d4b2b76b099737e330d9f60045
False,gsd:add-todo,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/add-todo/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/add-todo/SKILL.md,26,f4676f7be9a0ce0b2c481cf421476fcd438299a8c25b4c5e3b91c5cdf85fbb7d
False,gsd:audit-milestone,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/audit-milestone/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/audit-milestone/SKILL.md,27,96543112a874b19f789c22c6fbbcfaeaa76d4b20a7984f233e75c24a1ac068c7
False,gsd:check-todos,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/check-todos/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/check-todos/SKILL.md,26,891c7910e3000d10b782a5effa3fb9870684ffa5f913f0f93181760d600cb588
False,gsd:complete-checkpoint,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/complete-checkpoint/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/complete-checkpoint/SKILL.md,28,859c79e458b500cc53e216d67e60ff491d8ae310ca3b72c61fe3308f3a722b64
False,gsd:complete-milestone,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/complete-milestone/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/complete-milestone/SKILL.md,26,650a66ef1f35d943e5bc61bbd5dd50be1d2ee2f2af0ad61303e4e4b368bafab5
False,gsd:continue-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/continue-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/continue-phase/SKILL.md,28,3fe50bbff32170947cae96aba766a48f45768963d1f5f15ad06d8fc41fb18794
False,gsd:create-checkpoint,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/create-checkpoint/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/create-checkpoint/SKILL.md,30,11b59ee8124ecc6acc6471efa6b3944396f7507a782c5b35a3c23c52d1817e2f
False,gsd:debug,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/debug/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/debug/SKILL.md,42,4d9f79ab922349f87f2d33fa7eda3dab9bcbd3b88d7fc067f05846937ccbd991
False,gsd:discuss-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/discuss-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/discuss-phase/SKILL.md,28,9538e81b2c7fe3a902cb295f4f4035a7f3a8a89dada5faba58afdfee67a5ad2c
False,gsd:execute-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/execute-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/execute-phase/SKILL.md,48,2f955467b15ec672f8ca07d3b02beeb6b41503ecd111227e18d2dbbcf547fa47
False,gsd:help,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/help/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/help/SKILL.md,26,23f4c0ca568ae8844dd72d081477cc53ddf486bd391fd8120324aff971b00cf3
False,gsd:init-repo,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/init-repo/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/init-repo/SKILL.md,33,df07678554d8fa923d0b1cc70ba513036e73853df5fe3f703e0be5a0e467ab2b
False,gsd:insert-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/insert-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/insert-phase/SKILL.md,26,ff046344cb8254929d642088a9df3358569aa0fa697afa2c28bfba2ee472460d
False,gsd:integrate,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/integrate/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/integrate/SKILL.md,28,f028f4201afd80669e5c78938dd91b3ad893c0149177497a849c04d21d6e443b
False,gsd:list-phase-assumptions,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/list-phase-assumptions/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/list-phase-assumptions/SKILL.md,26,5f91b240cc0efd50bc5dab4f2dd9c131b9a6e78d0d750d3c56cfa4df21f4b43a
False,gsd:map-codebase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/map-codebase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/map-codebase/SKILL.md,37,24b1d5261db9c4eb80506b9eadad50b8c28d856adccc2d3e0e5182008621ce1e
False,gsd:new-milestone,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/new-milestone/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/new-milestone/SKILL.md,26,75f5e8ca6a7d3f7402fd1fd776817fc2431c757858a67a85becf3cdb4f004ddb
False,gsd:new-project,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/new-project/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/new-project/SKILL.md,274,71b7a3d5c399185a80c2e02bd0d1ab11a8831dd23cc0cc275b55b390c2c07270
False,gsd:pause-work,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/pause-work/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/pause-work/SKILL.md,26,73ad9e8c3f032b805c9b5c0e9911279f87dd9e6f44b9121541a6767c716f864f
False,gsd:plan-milestone-gaps,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/plan-milestone-gaps/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/plan-milestone-gaps/SKILL.md,26,1834b2a59de4638ed5f09db59849a0fc123cdb260c7dc85f9e6ddfb067eeab82
False,gsd:plan-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/plan-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/plan-phase/SKILL.md,39,cd94eaf17a5ca0e788bcf68b0b4a52a0f52301f0c4613b9eeb8d2f4c62250ec1
False,gsd:progress,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/progress/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/progress/SKILL.md,26,19da1128376059badd938b4a1aa6e45c7506bf850ab866867194529cf018b861
False,gsd:reference:checkpoints,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/references/checkpoints/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/checkpoints/SKILL.md,36,6824c8cd9668938a87e15f18e42ad24d8e81f2024231ad9f22f9487e69800fef
False,gsd:reference:continuation-format,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/references/continuation-format/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/continuation-format/SKILL.md,38,3420db80e4a641df4071d49d26838e2d78a5b89f953b6e192a29c16aa3c304d3
False,gsd:reference:git-integration,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/references/git-integration/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/git-integration/SKILL.md,35,367271b15ee535273f7fe933ff715707b96420214b1a5b7dd2c12bc5b504bd62
False,gsd:reference:questioning,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/references/questioning/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/questioning/SKILL.md,36,d28332ed052226a45bccb6da4470eeecd65fc1e22d53d6fee9de063df7c275e3
False,gsd:reference:tdd,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/references/tdd/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/tdd/SKILL.md,35,2fa0eb78a0ee96eb3baab9802dd07861e04367b7112cdbc9f5c99bb677fd513f
False,gsd:reference:ui-brand,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/references/ui-brand/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/ui-brand/SKILL.md,36,8462bd40bc79718b5a2d197af78fbb466594c4c846f0a20173c16902a2163461
False,gsd:reference:verification-patterns,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/references/verification-patterns/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/references/verification-patterns/SKILL.md,35,15105dd3e7e9b7f8c2a55a2c9f4a050e8e2ea1cbfdb57cfe778fcb1a14e38ba6
False,gsd:remove-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/remove-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/remove-phase/SKILL.md,26,99a487099247f4a65f4291ac086ef60d0ed4a8e75c1a9d2024c95610b5fd389c
False,gsd:research-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/research-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/research-phase/SKILL.md,28,06eef45f200b551e3c09936d57e2300135bdd3b4512c2f9ba8d85cab0ea2ba7b
False,gsd:research-project,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/research-project/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/research-project/SKILL.md,28,961e406b5b329cab15bf1d9fc43ce66b820594b4e41e43dedc4d6f4cb01c5826
False,gsd:resume-work,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/resume-work/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/resume-work/SKILL.md,26,afc91ec5ef2327dc0a76206245659a6df522f824b88d9a8cc68f2966c11a9006
False,gsd:review-plan,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/review-plan/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/review-plan/SKILL.md,28,edf89e1e093feecd82d15e5fc126dc5b52d82c9145e28d9edcca7f8ff05f16a8
False,gsd:roadmap,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/roadmap/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/roadmap/SKILL.md,33,32b4403ef341c1ea9e7d99c8c62c70ebeee22eefec7ab3cf40b214b1cbd0d264
False,gsd:synthesize,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/synthesize/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/synthesize/SKILL.md,28,aeeff864bc8e5059664ab8f12ef7b0bf800bd5d130e3773d27cb7ade7d42939b
False,gsd:update,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/update/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/update/SKILL.md,26,6a7a724284df72c911862186587ffdb175a4c974c014993ea860bfea7b306a7f
False,gsd:update-checkpoint,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/update-checkpoint/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/update-checkpoint/SKILL.md,28,5f4a30f318fbfb8c35df6a271907df7a0f85843dc641c5181928d0c522c055d8
False,gsd:verify-work,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/verify-work/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/verify-work/SKILL.md,40,7ade331850a44c8222f95be3099865e4beb311ec6fb4ef142c6af9602f999cd4
False,gsd:whats-new,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/commands/whats-new/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/commands/whats-new/SKILL.md,26,f5d86b49eb739ecb5b693d8b25a8685ed88554c6ad3a2bcfabb037091b575955
False,gsd:workflow:brownfield,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/brownfield/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/brownfield/SKILL.md,34,313d8590fd1c6191c89b71bc90cd1b0a743455944ca59fff744863723fea32ff
False,gsd:workflow:checkpoint,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/checkpoint/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/checkpoint/SKILL.md,35,4f19436dd8200d81fd589913444b1696394e023ca74f2db03e2e7baa93f7fbdd
False,gsd:workflow:complete-milestone,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/complete-milestone/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/complete-milestone/SKILL.md,27,9e31e32b24ff73cfffaaad7597b4cee2a06d87ba4f8681b0e02a8872acb5abe7
False,gsd:workflow:debug,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/debug/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/debug/SKILL.md,33,01fb3c347e868fff71bc9230b5a7c7b7439d26e6ceacccf41783d41eb7e5fe0b
False,gsd:workflow:diagnose-issues,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/diagnose-issues/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/diagnose-issues/SKILL.md,28,4e5e86089812fbbd60fefb02a3ed67e5cadcd2e69df17700b68ca57222ea324a
False,gsd:workflow:discovery-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/discovery-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/discovery-phase/SKILL.md,28,ab4d2fc5017676e0abd31e825030e1a1cf8962a31ee803e31c5ea35f79794092
False,gsd:workflow:discuss-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/discuss-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/discuss-phase/SKILL.md,28,6f9a2dea874e6e14af1718dfe5147b5f0d51e00e43fa96d5fab5a07b4b9e2b38
False,gsd:workflow:execute-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/execute-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/execute-phase/SKILL.md,36,3d8fdf37cc4eb7a5044a215f6ecf56f225d279a702390a11dab1bd80ddba02a2
False,gsd:workflow:execute-plan,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/execute-plan/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/execute-plan/SKILL.md,27,69fba7d36b2fae6664422b70974675ead9bd4a25c8a4bb7f46b0208f580738e4
False,gsd:workflow:list-phase-assumptions,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/list-phase-assumptions/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/list-phase-assumptions/SKILL.md,28,2a227749f5e00c2b505c1d6a8814a8272943f26fdfee713d931718dde5cff0e2
False,gsd:workflow:new-project,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/new-project/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/new-project/SKILL.md,33,ce8adbe5cf69974aee80882af986de2d1cb8dce4626b564bf20c1d35a4acf82e
False,gsd:workflow:research,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/research/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/research/SKILL.md,35,ee1661298e0ca27fa0d58019f98ae2943358c367f3b060441d1c602ca5b418f6
False,gsd:workflow:resume-project,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/resume-project/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/resume-project/SKILL.md,28,c43efce53d13db5354433eda9002770d9abb5b859b751b8becfcd0401de47c08
False,gsd:workflow:transition,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/transition/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/transition/SKILL.md,28,9659a8e8bda7221c11f813efe27c17a36a24cb9665a8619a289905d94da4260e
False,gsd:workflow:verify-phase,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/verify-phase/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/verify-phase/SKILL.md,28,61f04810aaf820e7e8e124f726a9b0e0c3cb27ac68c942b3fbd2b460b9901dc9
False,gsd:workflow:verify-work,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/workflows/verify-work/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/workflows/verify-work/SKILL.md,28,47ed23d044ab2a12daf19cdf87f146ce958615e725249fe4a49025b5e15f488c
False,mom-test,claude-local,Keep shared capability,Other agent,Shared link or separate per-agent installation. Follow the corresponding Codex specialist recommendation; do not count cross-agent portability as duplicate active Codex cost.,/Users/wulymammoth/.claude/skills/mom-test/SKILL.md,/Users/wulymammoth/.agents/skills/mom-test/SKILL.md,245,bc234a7c94bd8e1fa159ca4a0b81bc66bf5c9e5d261d1bec64505b5ae7355224
False,postiz,claude-local,Keep shared capability,Other agent,Shared link or separate per-agent installation. Follow the corresponding Codex specialist recommendation; do not count cross-agent portability as duplicate active Codex cost.,/Users/wulymammoth/.claude/skills/postiz/SKILL.md,/Users/wulymammoth/.agents/skills/postiz/SKILL.md,798,492f93fa3c4f11acd36efe4518a45be76a5d4578bd1c728b5a225e15dd8cd167
False,postiz,claude-local,Consolidate discovery,Duplicate,Same nested Postiz duplicate appears through the shared Claude link.,/Users/wulymammoth/.claude/skills/postiz/skills/postiz/SKILL.md,/Users/wulymammoth/.agents/skills/postiz/skills/postiz/SKILL.md,798,492f93fa3c4f11acd36efe4518a45be76a5d4578bd1c728b5a225e15dd8cd167
False,repomix-explorer,claude-local,Keep shared capability,Other agent,Shared link or separate per-agent installation. Follow the corresponding Codex specialist recommendation; do not count cross-agent portability as duplicate active Codex cost.,/Users/wulymammoth/.claude/skills/repomix-explorer/SKILL.md,/Users/wulymammoth/.claude/skills/repomix-explorer/SKILL.md,314,80834b0f1b0a66de9ea852480b3d6571b2020100990328c3a025212ed1fd6e03
